S,1,2.3
S,2,2.3
S,3,2.3
S,4,2.3
S,5,2.3
S,6,2.3
S,7,2.3
S,8,2.3
S,9,2.3
S,10,2.3
S,11,2.3
S,12,2.3
S,13,2.3
S,14,2.3
S,15,2.3
S,16,2.3
S,17,2.3
S,18,2.3
S,19,2.3
S,20,2.3
S,21,2.3
S,22,2.3
S,23,2.3
S,24,2.3
S,25,2.3
S,26,2.3
S,27,2.3
S,28,2.3
S,29,2.3
S,30,2.3
S,31,2.3
S,32,2.3
S,33,2.3
S,34,2.3
S,35,2.3
S,36,2.3
S,37,2.3
S,38,2.3
S,39,2.3
S,40,2.3
S,41,2.3
S,42,2.3
S,43,2.3
S,44,2.3
S,45,2.3
S,46,2.3
S,47,2.3
S,48,2.3
S,49,2.3
S,50,2.3
S,51,2.3
S,52,2.3
S,53,2.3
S,54,2.3
S,55,2.3
S,56,2.3
S,57,2.3
S,58,2.3
S,59,2.3
S,60,2.3
S,61,2.3
S,62,2.3
S,63,2.3
S,64,2.3
S,65,2.3
S,66,2.3
S,67,2.3
S,68,2.3
S,69,2.3
S,70,2.3
S,71,2.3
S,72,2.3
S,73,2.3
S,74,2.3
S,75,2.3
S,76,2.3
S,77,2.3
S,78,2.3
S,79,2.3
S,80,2.3
S,81,2.3
S,82,2.3
S,83,2.3
S,84,2.3
S,85,2.3
S,86,2.3
S,87,2.3
S,88,2.3
S,89,2.3
S,90,2.3
S,91,2.4
S,92,2.4
S,93,2.4
S,94,2.4
S,95,2.4
S,96,2.4
S,97,2.4
S,98,2.4
S,99,2.4
S,100,2.4
S,101,2.4
S,102,2.4
S,103,2.4
S,104,2.4
S,105,2.4
S,106,2.4
S,107,2.4
S,108,2.4
S,109,2.4
S,110,2.4
S,111,2.4
S,112,2.4
S,113,2.4
S,114,2.4
S,115,2.4
S,116,2.4
S,117,2.4
S,118,2.4
S,119,2.4
S,120,2.4
S,121,2.5
S,122,2.5
S,123,2.5
S,124,2.5
S,125,2.5
S,126,2.5
S,127,2.5
S,128,2.5
S,129,2.5
S,130,2.5
S,131,2.5
S,132,2.5
S,133,2.5
S,134,2.5
S,135,2.5
S,136,2.5
S,137,2.5
S,138,2.5
S,139,2.5
S,140,2.5
S,141,2.5
S,142,2.5
S,143,2.5
S,144,2.5
S,145,2.5
S,146,2.5
S,147,2.5
S,148,2.5
S,149,2.5
S,150,2.5
S,151,2.5
S,152,2.5
S,153,2.5
S,154,2.5
S,155,2.5
S,156,2.5
S,157,2.5
S,158,2.5
S,159,2.5
S,160,2.5
S,161,2.5
S,162,2.5
S,163,2.5
S,164,2.5
S,165,2.5
S,166,2.5
S,167,2.5
S,168,2.5
S,169,2.5
S,170,2.5
S,171,2.5
S,172,2.5
S,173,2.5
S,174,2.5
S,175,2.5
S,176,2.5
S,177,2.5
S,178,2.5
S,179,2.5
S,180,2.5
S,181,2.6
S,182,2.6
S,183,2.6
S,184,2.6
S,185,2.6
S,186,2.6
S,187,2.6
S,188,2.6
S,189,2.6
S,190,2.6
S,191,2.6
S,192,2.6
S,193,2.6
S,194,2.6
S,195,2.6
S,196,2.6
S,197,2.6
S,198,2.6
S,199,2.6
S,200,2.6
S,201,2.6
S,202,2.6
S,203,2.6
S,204,2.6
S,205,2.6
S,206,2.6
S,207,2.6
S,208,2.6
S,209,2.6
S,210,2.6
S,211,2.6
S,212,2.6
S,213,2.6
S,214,2.6
S,215,2.6
S,216,2.6
S,217,2.6
S,218,2.6
S,219,2.6
S,220,2.6
S,221,2.6
S,222,2.6
S,223,2.6
S,224,2.6
S,225,2.6
S,226,2.6
S,227,2.6
S,228,2.6
S,229,2.6
S,230,2.6
S,231,2.6
S,232,2.6
S,233,2.6
S,234,2.6
S,235,2.6
S,236,2.6
S,237,2.6
S,238,2.6
S,239,2.6
S,240,2.6
S,241,2.9
S,242,2.9
S,243,2.9
S,244,2.9
S,245,2.9
S,246,2.9
S,247,2.9
S,248,2.9
S,249,2.9
S,250,2.9
S,251,2.9
S,252,2.9
S,253,2.9
S,254,2.9
S,255,2.9
S,256,2.9
S,257,2.9
S,258,2.9
S,259,2.9
S,260,2.9
S,261,2.9
S,262,2.9
S,263,2.9
S,264,2.9
S,265,2.9
S,266,2.9
S,267,2.9
S,268,2.9
S,269,2.9
S,270,2.9
S,271,3.0
S,272,3.0
S,273,3.0
S,274,3.0
S,275,3.0
S,276,3.0
S,277,3.0
S,278,3.0
S,279,3.0
S,280,3.0
S,281,3.0
S,282,3.0
S,283,3.0
S,284,3.0
S,285,3.0
S,286,3.0
S,287,3.0
S,288,3.0
S,289,3.0
S,290,3.0
S,291,3.0
S,292,3.0
S,293,3.0
S,294,3.0
S,295,3.0
S,296,3.0
S,297,3.0
S,298,3.0
S,299,3.0
S,300,3.0
S,301,3.1
S,302,3.1
S,303,3.1
S,304,3.1
S,305,3.1
S,306,3.1
S,307,3.1
S,308,3.1
S,309,3.1
S,310,3.1
S,311,3.1
S,312,3.1
S,313,3.1
S,314,3.1
S,315,3.1
S,316,3.1
S,317,3.1
S,318,3.1
S,319,3.1
S,320,3.1
S,321,3.1
S,322,3.1
S,323,3.1
S,324,3.1
S,325,3.1
S,326,3.1
S,327,3.1
S,328,3.1
S,329,3.1
S,330,3.1
S,331,3.1
S,332,3.1
S,333,3.1
S,334,3.1
S,335,3.1
S,336,3.1
S,337,3.1
S,338,3.1
S,339,3.1
S,340,3.1
S,341,3.1
S,342,3.1
S,343,3.1
S,344,3.1
S,345,3.1
S,346,3.1
S,347,3.1
S,348,3.1
S,349,3.1
S,350,3.1
S,351,3.1
S,352,3.1
S,353,3.1
S,354,3.1
S,355,3.1
S,356,3.1
S,357,3.1
S,358,3.1
S,359,3.1
S,360,3.1
S,361,3.2
S,362,3.2
S,363,3.2
S,364,3.2
S,365,3.2
S,366,3.2
S,367,3.2
S,368,3.2
S,369,3.2
S,370,3.2
S,371,3.2
S,372,3.2
S,373,3.2
S,374,3.2
S,375,3.2
S,376,3.2
S,377,3.2
S,378,3.2
S,379,3.2
S,380,3.2
S,381,3.2
S,382,3.2
S,383,3.2
S,384,3.2
S,385,3.2
S,386,3.2
S,387,3.2
S,388,3.2
S,389,3.2
S,390,3.2
S,391,3.6
S,392,3.6
S,393,3.6
S,394,3.6
S,395,3.6
S,396,3.6
S,397,3.6
S,398,3.6
S,399,3.6
S,400,3.6
S,401,3.6
S,402,3.6
S,403,3.6
S,404,3.6
S,405,3.6
S,406,3.6
S,407,3.6
S,408,3.6
S,409,3.6
S,410,3.6
S,411,3.6
S,412,3.6
S,413,3.6
S,414,3.6
S,415,3.6
S,416,3.6
S,417,3.6
S,418,3.6
S,419,3.6
S,420,3.6
S,421,4.1
S,422,4.1
S,423,4.1
S,424,4.1
S,425,4.1
S,426,4.1
S,427,4.1
S,428,4.1
S,429,4.1
S,430,4.1
S,431,4.1
S,432,4.1
S,433,4.1
S,434,4.1
S,435,4.1
S,436,4.1
S,437,4.1
S,438,4.1
S,439,4.1
S,440,4.1
S,441,4.1
S,442,4.1
S,443,4.1
S,444,4.1
S,445,4.1
S,446,4.1
S,447,4.1
S,448,4.1
S,449,4.1
S,450,4.1
S,451,4.2
S,452,4.2
S,453,4.2
S,454,4.2
S,455,4.2
S,456,4.2
S,457,4.2
S,458,4.2
S,459,4.2
S,460,4.2
S,461,4.2
S,462,4.2
S,463,4.2
S,464,4.2
S,465,4.2
S,466,4.2
S,467,4.2
S,468,4.2
S,469,4.2
S,470,4.2
S,471,4.2
S,472,4.2
S,473,4.2
S,474,4.2
S,475,4.2
S,476,4.2
S,477,4.2
S,478,4.2
S,479,4.2
S,480,4.2
S,481,4.6
S,482,4.6
S,483,4.6
S,484,4.6
S,485,4.6
S,486,4.6
S,487,4.6
S,488,4.6
S,489,4.6
S,490,4.6
S,491,4.6
S,492,4.6
S,493,4.6
S,494,4.6
S,495,4.6
S,496,4.6
S,497,4.6
S,498,4.6
S,499,4.6
S,500,4.6
S,501,4.6
S,502,4.6
S,503,4.6
S,504,4.6
S,505,4.6
S,506,4.6
S,507,4.6
S,508,4.6
S,509,4.6
S,510,4.6
S,511,4.7
S,512,4.7
S,513,4.7
S,514,4.7
S,515,4.7
S,516,4.7
S,517,4.7
S,518,4.7
S,519,4.7
S,520,4.7
S,521,4.7
S,522,4.7
S,523,4.7
S,524,4.7
S,525,4.7
S,526,4.7
S,527,4.7
S,528,4.7
S,529,4.7
S,530,4.7
S,531,4.7
S,532,4.7
S,533,4.7
S,534,4.7
S,535,4.7
S,536,4.7
S,537,4.7
S,538,4.7
S,539,4.7
S,540,4.7
S,541,5.0
S,542,5.0
S,543,5.0
S,544,5.0
S,545,5.0
S,546,5.0
S,547,5.0
S,548,5.0
S,549,5.0
S,550,5.0
S,551,5.0
S,552,5.0
S,553,5.0
S,554,5.0
S,555,5.0
S,556,5.0
S,557,5.0
S,558,5.0
S,559,5.0
S,560,5.0
S,561,5.0
S,562,5.0
S,563,5.0
S,564,5.0
S,565,5.0
S,566,5.0
S,567,5.0
S,568,5.0
S,569,5.0
S,570,5.0
S,571,5.5
S,572,5.5
S,573,5.5
S,574,5.5
S,575,5.5
S,576,5.5
S,577,5.5
S,578,5.5
S,579,5.5
S,580,5.5
S,581,5.5
S,582,5.5
S,583,5.5
S,584,5.5
S,585,5.5
S,586,5.5
S,587,5.5
S,588,5.5
S,589,5.5
S,590,5.5
S,591,5.5
S,592,5.5
S,593,5.5
S,594,5.5
S,595,5.5
S,596,5.5
S,597,5.5
S,598,5.5
S,599,5.5
S,600,5.5
S,601,7.5
S,602,7.5
S,603,7.5
S,604,7.5
